"MetingId";"Land";"Element";"Sensor";"Waarde"
99;"Nederland";"Humidity";1;20.674962089622237
100;"Nederland";"Humidity";1;20.93489072332596
101;"Nederland";"Humidity";1;20.587092661428752
102;"Nederland";"Humidity";4;20.972191113353887
103;"Nederland";"Humidity";4;20.080895985171857
104;"Nederland";"Humidity";4;20.11193411456757
105;"Nederland";"Humidity";2;20.221014490586537
106;"Nederland";"Humidity";3;20.21985130469306
107;"Nederland";"Humidity";2;20.856091169102164
108;"Nederland";"Humidity";2;20.84710490261485
109;"Nederland";"Humidity";4;20.142312187359536
110;"Nederland";"Humidity";3;20.443197929075343
111;"Nederland";"Humidity";1;20.826679753426756
112;"Nederland";"Humidity";3;20.335514209466208
113;"Nederland";"Humidity";3;20.999567174548385
114;"Nederland";"Humidity";1;20.95005290895994
115;"Nederland";"Humidity";2;20.116781250027774
116;"Nederland";"Humidity";4;20.26945122086531
117;"Nederland";"Humidity";4;20.589923839936418
118;"Nederland";"Humidity";3;20.54870109336731
119;"Nederland";"Humidity";4;20.83244140345249
120;"Nederland";"Humidity";1;20.754434035491737
121;"Nederland";"Humidity";4;20.66306247072452
122;"Nederland";"Humidity";3;20.034680407248132
123;"Nederland";"Humidity";2;20.432712057029516
124;"Nederland";"Humidity";1;20.810347748785063
125;"Nederland";"Humidity";4;20.022883923238897
126;"Nederland";"Humidity";1;20.33698947789448
127;"Nederland";"Humidity";2;20.48068657941912
128;"Nederland";"Humidity";1;20.96960402424342
129;"Nederland";"Humidity";2;20.307034793131322
130;"Nederland";"Humidity";3;20.045242514584032
131;"Nederland";"Humidity";3;20.19102434480189
132;"Nederland";"Humidity";1;20.799097209461433
133;"Nederland";"Humidity";1;20.106399665632424
134;"Nederland";"Humidity";1;20.353729254089906
135;"Nederland";"Humidity";4;20.540111678944
136;"Nederland";"Humidity";2;20.296486875944474
137;"Nederland";"Humidity";4;20.854036653248148
138;"Nederland";"Humidity";4;20.228822399232694
139;"Nederland";"Humidity";4;20.413845037701428
140;"Nederland";"Humidity";4;20.547919454489534
141;"Nederland";"Humidity";1;20.913800322603173
142;"Nederland";"Humidity";4;20.328262641881697
143;"Nederland";"Humidity";4;20.300140771822928
144;"Nederland";"Humidity";1;20.517200193901687
145;"Nederland";"Humidity";1;20.285855024037456
146;"Nederland";"Humidity";1;20.178187382110515
147;"Nederland";"Humidity";1;20.194776225206564
148;"Nederland";"Humidity";4;20.805500585091284
149;"Nederland";"Humidity";1;20.40640568972418
150;"Nederland";"Humidity";1;20.296422944572726
151;"Nederland";"Humidity";1;20.545588359733607
152;"Nederland";"Humidity";4;20.084250289390653
153;"Nederland";"Humidity";3;20.73625424946315
154;"Nederland";"Humidity";2;20.40777105653676
155;"Nederland";"Humidity";2;20.81174113506406
156;"Nederland";"Humidity";1;20.025737279238886
157;"Nederland";"Humidity";1;20.202009319277792
158;"Nederland";"Humidity";3;20.685883886606483
159;"Nederland";"Humidity";1;20.813723986520326
160;"Nederland";"Humidity";3;20.715339164793058
161;"Nederland";"Humidity";2;20.71384015033896
162;"Nederland";"Humidity";2;20.977102417564
163;"Nederland";"Humidity";2;20.393972572708545
164;"Nederland";"Humidity";4;20.306568314585775
165;"Nederland";"Humidity";2;20.72602753742499
166;"Nederland";"Humidity";2;20.526067714484242
167;"Nederland";"Humidity";3;20.249575453496966
168;"Nederland";"Humidity";1;20.28104193819937
169;"Nederland";"Humidity";3;20.810708491663526
170;"Nederland";"Humidity";1;20.18045493113704
171;"Nederland";"Humidity";1;20.496692232972816
172;"Nederland";"Humidity";3;20.491448851496322
173;"Nederland";"Humidity";3;20.664937413399045
174;"Nederland";"Humidity";4;20.50934724868216
175;"Nederland";"Humidity";2;20.695041181747317
176;"Nederland";"Humidity";3;20.852297569387492
177;"Nederland";"Humidity";2;20.330409313804314
178;"Nederland";"Humidity";4;20.65879919254572
179;"Nederland";"Humidity";2;20.2233717560966
180;"Nederland";"Humidity";3;20.887347219708623
181;"Nederland";"Humidity";4;20.629609789588066
182;"Nederland";"Humidity";2;20.271227574675137
183;"Nederland";"Humidity";1;20.699753871504626
184;"Nederland";"Humidity";1;20.24518195227291
185;"Nederland";"Humidity";1;20.265642191503456
186;"Nederland";"Humidity";3;20.554654586724283
187;"Nederland";"Humidity";2;20.519771780138615
188;"Nederland";"Humidity";3;20.785280212729845
189;"Nederland";"Humidity";3;20.35399201554578
190;"Nederland";"Humidity";2;20.446432430402915
191;"Nederland";"Humidity";3;20.196174778579536
192;"Nederland";"Humidity";4;20.781439893036524
193;"Nederland";"Humidity";2;20.399642133266905
194;"Nederland";"Humidity";1;20.53267577290415
195;"Nederland";"Humidity";3;20.451220868940084
196;"Nederland";"Humidity";1;20.471108123079137
197;"Nederland";"Humidity";3;20.510364578893416
198;"Nederland";"Humidity";3;20.49110322809739
199;"Nederland";"Humidity";4;20.381246227671383
200;"Nederland";"Humidity";3;20.17377343170973
201;"Nederland";"Humidity";1;20.234058354249992
202;"Nederland";"Humidity";1;20.324761796946333
203;"Nederland";"Humidity";3;20.987434195668776
204;"Nederland";"Humidity";3;20.5856714588393
205;"Nederland";"Humidity";2;20.122603243774247
206;"Nederland";"Humidity";3;20.966068844854124
207;"Nederland";"Humidity";4;20.28086632196035
208;"Nederland";"Humidity";4;20.969068875423062
209;"Nederland";"Humidity";2;20.779445658613398
210;"Nederland";"Humidity";4;20.499326464261095
211;"Nederland";"Humidity";2;20.280633843030035
212;"Nederland";"Humidity";4;20.97336347600988
213;"Nederland";"Humidity";4;20.978913324186028
214;"Nederland";"Humidity";1;20.167517492199803
215;"Nederland";"Humidity";3;20.661703342370604
216;"Nederland";"Humidity";4;20.077442557720936
217;"Nederland";"Humidity";3;20.219657822226853
218;"Nederland";"Humidity";3;20.977233319663434
219;"Nederland";"Humidity";2;20.91621160988246
220;"Nederland";"Humidity";1;20.72821537429436
221;"Nederland";"Humidity";4;20.800204038747523
222;"Nederland";"Humidity";3;20.40913351253
223;"Nederland";"Humidity";1;20.004387925944474
224;"Nederland";"Humidity";2;20.94151183803839
225;"Nederland";"Humidity";3;20.666639112890174
226;"Nederland";"Humidity";1;20.628304955940564
227;"Nederland";"Humidity";4;20.005604091355263
228;"Nederland";"Humidity";3;20.38853333035819
229;"Nederland";"Humidity";1;20.074994083068244
230;"Nederland";"Humidity";4;20.240600876103713
231;"Nederland";"Humidity";1;20.407623148751778
232;"Nederland";"Humidity";1;20.50001043844691
233;"Nederland";"Humidity";3;20.074423886595216
234;"Nederland";"Humidity";1;20.798493104040656
235;"Nederland";"Humidity";1;20.021553681972534
236;"Nederland";"Humidity";2;20.12782955228366
237;"Nederland";"Humidity";4;20.298084683270176
238;"Nederland";"Humidity";1;20.915722251918638
239;"Nederland";"Humidity";3;20.435538063505124
1;"Nederland";"Humidity";1;20.805980814398858
2;"Nederland";"Humidity";2;20.31885487852904
3;"Nederland";"Humidity";2;20.548517541078848
4;"Nederland";"Humidity";1;20.766414160188102
5;"Nederland";"Humidity";3;20.471170514659846
6;"Nederland";"Humidity";2;20.590541381818998
7;"Nederland";"Humidity";3;20.554562428032433
8;"Nederland";"Humidity";1;20.981345343720324
9;"Nederland";"Humidity";1;20.039116887018697
10;"Nederland";"Humidity";1;20.431667918583162
11;"Nederland";"Humidity";2;20.826040360489543
12;"Nederland";"Humidity";2;20.050995791627912
13;"Nederland";"Humidity";4;20.537086578004157
14;"Nederland";"Humidity";3;20.577199386116547
15;"Nederland";"Humidity";3;20.738145587434698
16;"Nederland";"Humidity";3;20.533058225709027
17;"Nederland";"Humidity";4;20.823020886073024
18;"Nederland";"Humidity";1;20.364601258609824
19;"Nederland";"Humidity";1;20.143342406891207
20;"Nederland";"Humidity";1;20.054705524871743
21;"Nederland";"Humidity";2;20.35405666777209
22;"Nederland";"Humidity";3;20.99465541247568
23;"Nederland";"Humidity";2;20.219519092915625
24;"Nederland";"Humidity";1;20.945052053341254
25;"Nederland";"Humidity";2;20.735385835239683
26;"Nederland";"Humidity";4;20.084798121839654
27;"Nederland";"Humidity";1;20.088266019384307
28;"Nederland";"Humidity";1;20.021842539583492
29;"Nederland";"Humidity";1;20.60101383204459
30;"Nederland";"Humidity";1;20.204634547965803
31;"Nederland";"Humidity";2;20.04191628832464
32;"Nederland";"Humidity";1;20.746986804551405
33;"Nederland";"Humidity";3;20.965558072228443
34;"Nederland";"Humidity";3;20.72149742236447
35;"Nederland";"Humidity";4;20.086567185624727
36;"Nederland";"Humidity";1;20.296240814061047
37;"Nederland";"Humidity";4;20.51643401152974
38;"Nederland";"Humidity";1;20.02372671701866
39;"Nederland";"Humidity";1;20.79159308207738
40;"Nederland";"Humidity";3;20.16617935535878
41;"Nederland";"Humidity";1;20.215477589339862
42;"Nederland";"Humidity";3;20.061813465911033
43;"Nederland";"Humidity";2;20.36675034296098
44;"Nederland";"Humidity";4;20.62803728231365
45;"Nederland";"Humidity";2;20.93528246539607
46;"Nederland";"Humidity";2;20.528419179758835
47;"Nederland";"Humidity";2;20.670244138430267
48;"Nederland";"Humidity";1;20.450196368548106
49;"Nederland";"Humidity";1;20.243309086334236
50;"Nederland";"Humidity";4;20.569950421113152
51;"Nederland";"Humidity";2;20.414701944089042
52;"Nederland";"Humidity";3;20.73656336493019
53;"Nederland";"Humidity";4;20.674474930722727
54;"Nederland";"Humidity";3;20.488237192599033
55;"Nederland";"Humidity";2;20.093344299668832
56;"Nederland";"Humidity";2;20.946636380825424
57;"Nederland";"Humidity";2;20.516458437337796
58;"Nederland";"Humidity";3;20.92526332382948
59;"Nederland";"Humidity";1;20.31784913016503
60;"Nederland";"Humidity";3;20.01522609199055
61;"Nederland";"Humidity";3;20.94298808849124
62;"Nederland";"Humidity";3;20.182927023374404
63;"Nederland";"Humidity";2;20.96529306905221
64;"Nederland";"Humidity";1;20.789733727671567
65;"Nederland";"Humidity";3;20.11936349781148
66;"Nederland";"Humidity";3;20.370334338071434
67;"Nederland";"Humidity";3;20.562120010053157
68;"Nederland";"Humidity";1;20.71375593460077
69;"Nederland";"Humidity";3;20.736215414758306
70;"Nederland";"Humidity";2;20.43454046444881
71;"Nederland";"Humidity";1;20.945901892223947
72;"Nederland";"Humidity";2;20.309055917232072
73;"Nederland";"Humidity";1;20.39764324079716
74;"Nederland";"Humidity";4;20.993642624080145
75;"Nederland";"Humidity";1;20.46204205488088
76;"Nederland";"Humidity";2;20.673562309508913
77;"Nederland";"Humidity";3;20.178919762721307
78;"Nederland";"Humidity";3;20.55501637894766
79;"Nederland";"Humidity";2;20.923057248887755
80;"Nederland";"Humidity";2;20.092330825093562
81;"Nederland";"Humidity";4;20.104132619915383
82;"Nederland";"Humidity";4;20.54673935391111
83;"Nederland";"Humidity";3;20.07285814755797
84;"Nederland";"Humidity";4;20.607223343541722
85;"Nederland";"Humidity";3;20.231039009130704
86;"Nederland";"Humidity";3;20.913030699201666
87;"Nederland";"Humidity";2;20.15991844377107
88;"Nederland";"Humidity";1;20.82195191898518
89;"Nederland";"Humidity";2;20.9880368022711
90;"Nederland";"Humidity";3;20.36152166506337
91;"Nederland";"Humidity";4;20.197125861970154
92;"Nederland";"Humidity";4;20.69259089535994
93;"Nederland";"Humidity";1;20.118113887594564
94;"Nederland";"Humidity";4;20.143930917719523
95;"Nederland";"Humidity";4;20.170019981344353
96;"Nederland";"Humidity";1;20.22949019603855
97;"Nederland";"Humidity";1;20.565555436291493
98;"Nederland";"Humidity";3;20.451939046153615
99;"Nederland";"Humidity";2;20.19663154096497
100;"Nederland";"Humidity";3;20.3125934210484
101;"Nederland";"Humidity";3;20.53666453583029
102;"Nederland";"Humidity";2;20.32700224004906
103;"Nederland";"Humidity";1;20.870723861744565
104;"Nederland";"Humidity";1;20.192241116169313
105;"Nederland";"Humidity";1;20.77481766976995
106;"Nederland";"Humidity";2;20.43984827655123
107;"Nederland";"Humidity";3;20.58054095012967
108;"Nederland";"Humidity";2;20.942990913639644
109;"Nederland";"Humidity";3;20.400794145097098
110;"Nederland";"Humidity";2;20.15986965247035
111;"Nederland";"Humidity";2;20.701262146212954
112;"Nederland";"Humidity";1;20.9630314418442
113;"Nederland";"Humidity";1;20.23979194084072
114;"Nederland";"Humidity";1;20.47725581904281
115;"Nederland";"Humidity";3;20.209890684312278
116;"Nederland";"Humidity";4;20.291394618226306
117;"Nederland";"Humidity";3;20.744254766715184
118;"Nederland";"Humidity";3;20.09555036778463
119;"Nederland";"Humidity";2;20.826399662321403
120;"Nederland";"Humidity";1;20.384969684339147
121;"Nederland";"Humidity";2;20.60497924056128
122;"Nederland";"Humidity";4;20.716548569503892
123;"Nederland";"Humidity";4;20.273094321748417
124;"Nederland";"Humidity";1;20.63136922108881
125;"Nederland";"Humidity";2;20.07121679359027
126;"Nederland";"Humidity";4;20.693417674920152
127;"Nederland";"Humidity";1;20.038479771898224
128;"Nederland";"Humidity";2;20.75374380584266
129;"Nederland";"Humidity";2;20.57437106724081
130;"Nederland";"Humidity";3;20.870610879778077
131;"Nederland";"Humidity";1;20.79269765395063
132;"Nederland";"Humidity";4;20.193313732058687
133;"Nederland";"Humidity";1;20.346257936563536
134;"Nederland";"Humidity";1;20.52972054510694
135;"Nederland";"Humidity";4;20.90176300708706
136;"Nederland";"Humidity";4;20.69078784277536
137;"Nederland";"Humidity";1;20.56602105047723
138;"Nederland";"Humidity";1;20.127859891914486
139;"Nederland";"Humidity";1;20.479983338654385
140;"Nederland";"Humidity";4;20.96663798275304
141;"Nederland";"Humidity";1;20.99248804402253
142;"Nederland";"Humidity";1;20.694227141079104
143;"Nederland";"Humidity";4;20.24806374701992
144;"Nederland";"Humidity";3;20.966515940592085
145;"Nederland";"Humidity";4;20.961839215171636
146;"Nederland";"Humidity";3;20.698989611991355
147;"Nederland";"Humidity";3;20.55171330040779
148;"Nederland";"Humidity";4;20.78803395426724
149;"Nederland";"Humidity";2;20.943332003118506
150;"Nederland";"Humidity";1;20.427456520462947
151;"Nederland";"Humidity";1;20.95498910491303
152;"Nederland";"Humidity";3;20.852312457673694
153;"Nederland";"Humidity";2;20.046218920443625
154;"Nederland";"Humidity";2;20.801695317898993
155;"Nederland";"Humidity";1;20.592780492825415
156;"Nederland";"Humidity";1;20.38725022541534
157;"Nederland";"Humidity";1;20.751256522356954
158;"Nederland";"Humidity";2;20.36576368408173
159;"Nederland";"Humidity";3;20.82273449071659
160;"Nederland";"Humidity";4;20.569476642123774
161;"Nederland";"Humidity";3;20.343664316942963
162;"Nederland";"Humidity";1;20.097043350910752
163;"Nederland";"Humidity";3;20.020279809178067
164;"Nederland";"Humidity";3;20.079533171042
165;"Nederland";"Humidity";3;20.46507600823038
166;"Nederland";"Humidity";1;20.733658575046384
167;"Nederland";"Humidity";4;20.192370966995256
168;"Nederland";"Humidity";1;20.67954209382831
169;"Nederland";"Humidity";4;20.820117567826955
170;"Nederland";"Humidity";1;20.53973360019557
171;"Nederland";"Humidity";3;20.4237219904683
172;"Nederland";"Humidity";1;20.020216797672916
173;"Nederland";"Humidity";3;20.55322460914001
174;"Nederland";"Humidity";2;20.699634454392818
175;"Nederland";"Humidity";3;20.566324526197565
176;"Nederland";"Humidity";1;20.376395633620714
177;"Nederland";"Humidity";2;20.578191928865223
178;"Nederland";"Humidity";2;20.63923676636865
179;"Nederland";"Humidity";1;20.91801955304832
180;"Nederland";"Humidity";2;20.62875347863645
181;"Nederland";"Humidity";1;20.30464574967904
182;"Nederland";"Humidity";2;20.93390814777252
183;"Nederland";"Humidity";4;20.11860538886315
184;"Nederland";"Humidity";1;20.65259084612201
185;"Nederland";"Humidity";3;20.928609847976155
186;"Nederland";"Humidity";3;20.183653355437105
187;"Nederland";"Humidity";4;20.12951722428931
188;"Nederland";"Humidity";3;20.578039220338496
189;"Nederland";"Humidity";3;20.466121641530417
190;"Nederland";"Humidity";2;20.546950597057812
191;"Nederland";"Humidity";3;20.921873204542017
192;"Nederland";"Humidity";1;20.898924377741388
193;"Nederland";"Humidity";2;20.418165293932987
194;"Nederland";"Humidity";1;20.70960864636625
195;"Nederland";"Humidity";2;20.392930968374067
196;"Nederland";"Humidity";1;20.697370363561447
197;"Nederland";"Humidity";4;20.712143363661855
198;"Nederland";"Humidity";1;20.75158830833704
199;"Nederland";"Humidity";2;20.52351612375545
200;"Nederland";"Humidity";3;20.058720525628903
201;"Nederland";"Humidity";4;20.50860093127193
202;"Nederland";"Humidity";4;20.831063236141453
203;"Nederland";"Humidity";1;20.085832776507413
204;"Nederland";"Humidity";1;20.07547559464735
205;"Nederland";"Humidity";2;20.120152417480757
206;"Nederland";"Humidity";2;20.25649132223675
207;"Nederland";"Humidity";1;20.478035476095886
208;"Nederland";"Humidity";3;20.10671414979616
209;"Nederland";"Humidity";3;20.55232318159178
210;"Nederland";"Humidity";2;20.18085134210366
211;"Nederland";"Humidity";4;20.80944991117587
212;"Nederland";"Humidity";1;20.569086204867492
213;"Nederland";"Humidity";4;20.854922030705254
214;"Nederland";"Humidity";4;20.972206116725957
215;"Nederland";"Humidity";4;20.393061826782052
216;"Nederland";"Humidity";2;20.83775753804841
217;"Nederland";"Humidity";2;20.178813177866935
218;"Nederland";"Humidity";2;20.318743141934878
219;"Nederland";"Humidity";1;20.811625536803664
220;"Nederland";"Humidity";1;20.26400930868558
221;"Nederland";"Humidity";1;20.642764099689764
222;"Nederland";"Humidity";3;20.741075151298954
223;"Nederland";"Humidity";2;20.924913338429526
224;"Nederland";"Humidity";3;20.15239281002965
225;"Nederland";"Humidity";2;20.801207626475914
226;"Nederland";"Humidity";1;20.20196849116352
227;"Nederland";"Humidity";1;20.116235337084305
228;"Nederland";"Humidity";4;20.941472988877898
229;"Nederland";"Humidity";1;20.459908626136034
230;"Nederland";"Humidity";1;20.541564334168537
231;"Nederland";"Humidity";1;20.084482942094947
232;"Nederland";"Humidity";1;20.745969617290633
233;"Nederland";"Humidity";3;20.64717311713418
234;"Nederland";"Humidity";3;20.19306660076746
235;"Nederland";"Humidity";2;20.082977255744133
236;"Nederland";"Humidity";1;20.745106116049058
237;"Nederland";"Humidity";2;20.71618284298471
238;"Nederland";"Humidity";1;20.472477298817395
239;"Nederland";"Humidity";4;20.620949037534878
240;"Nederland";"Humidity";4;20.609841860446803
241;"Nederland";"Humidity";2;20.75926508759294
242;"Nederland";"Humidity";3;20.80452025847807
243;"Nederland";"Humidity";2;20.090417265346925
244;"Nederland";"Humidity";1;20.405372756569623
245;"Nederland";"Humidity";1;20.803491146264356
246;"Nederland";"Humidity";1;20.66442077168361
247;"Nederland";"Humidity";1;20.43287491206546
248;"Nederland";"Humidity";4;20.02052308127754
249;"Nederland";"Humidity";1;20.34959067890942
250;"Nederland";"Humidity";4;20.19872272845707
251;"Nederland";"Humidity";2;20.73687099777912
252;"Nederland";"Humidity";4;20.52793353439772
253;"Nederland";"Humidity";2;20.68430507055988
254;"Nederland";"Humidity";2;20.96994476082256
255;"Nederland";"Humidity";3;20.71084410201504
256;"Nederland";"Humidity";4;20.346971323980227
257;"Nederland";"Humidity";4;20.507754364664766
258;"Nederland";"Humidity";1;20.673858763041274
259;"Nederland";"Humidity";1;20.76849466693045
260;"Nederland";"Humidity";3;20.6932926657334
261;"Nederland";"Humidity";3;20.637346506566686
262;"Nederland";"Humidity";3;20.69507117593861
263;"Nederland";"Humidity";1;20.569693595458016
264;"Nederland";"Humidity";3;20.92946976651338
265;"Nederland";"Humidity";4;20.44924513963359
266;"Nederland";"Humidity";3;20.607856551373494
267;"Nederland";"Humidity";4;20.7129276576461
268;"Nederland";"Humidity";4;20.860281736265332
269;"Nederland";"Humidity";4;20.443208870158852
270;"Nederland";"Humidity";3;20.470515487816698
271;"Nederland";"Humidity";1;20.743950063940726
272;"Nederland";"Humidity";3;20.324781651321082
273;"Nederland";"Humidity";3;20.770770514651357
274;"Nederland";"Humidity";1;20.952334767834927
275;"Nederland";"Humidity";2;20.56760310973028
276;"Nederland";"Humidity";2;20.28268956884921
277;"Nederland";"Humidity";4;20.42242591952815
278;"Nederland";"Humidity";3;20.640829202877278
279;"Nederland";"Humidity";3;20.474290619356143
280;"Nederland";"Humidity";1;20.880084445904604
281;"Nederland";"Humidity";2;20.485482446850412
282;"Nederland";"Humidity";4;20.72887505220672
283;"Nederland";"Humidity";3;20.374176669671673
284;"Nederland";"Humidity";2;20.89454743638484
285;"Nederland";"Humidity";1;20.453462925630948
286;"Nederland";"Humidity";4;20.343079940243506
287;"Nederland";"Humidity";4;20.345095076206192
288;"Nederland";"Humidity";2;20.738875765294004
289;"Nederland";"Humidity";1;20.43025476025123
290;"Nederland";"Humidity";4;20.421017843294404
291;"Nederland";"Humidity";2;20.777219286895104
292;"Nederland";"Humidity";4;20.86865326910644
293;"Nederland";"Humidity";1;20.694610841574043
294;"Nederland";"Humidity";2;20.558147153049394
295;"Nederland";"Humidity";2;20.6764377662506
296;"Nederland";"Humidity";3;20.215745296166318
297;"Nederland";"Humidity";3;20.590963875911
298;"Nederland";"Humidity";3;20.636980821395934
299;"Nederland";"Humidity";4;20.374293523923598
300;"Nederland";"Humidity";4;20.693471244809242
301;"Nederland";"Humidity";3;20.413435703384845
302;"Nederland";"Humidity";2;20.573958129408886
303;"Nederland";"Humidity";2;20.701673288616096
304;"Nederland";"Humidity";1;20.98464385014659
305;"Nederland";"Humidity";2;20.112000840238473
306;"Nederland";"Humidity";3;20.820252803967545
307;"Nederland";"Humidity";3;20.70594532589477
308;"Nederland";"Humidity";3;20.90192084833392
309;"Nederland";"Humidity";4;20.34669108381671
310;"Nederland";"Humidity";1;20.472659603510273
311;"Nederland";"Humidity";1;20.075413478271454
312;"Nederland";"Humidity";3;20.52191898965481
313;"Nederland";"Humidity";3;20.059266072441773
314;"Nederland";"Humidity";2;20.456884374025037
315;"Nederland";"Humidity";4;20.24306735716595
316;"Nederland";"Humidity";1;20.521325888150276
317;"Nederland";"Humidity";3;20.26060100580006
318;"Nederland";"Humidity";2;20.820446938545132
319;"Nederland";"Humidity";2;20.56664388191022
320;"Nederland";"Humidity";4;20.364669799040723
321;"Nederland";"Humidity";4;20.054969636801356
322;"Nederland";"Humidity";2;20.22922723705344
323;"Nederland";"Humidity";1;20.060218443523624
324;"Nederland";"Humidity";1;20.454283757264058
325;"Nederland";"Humidity";3;20.919823641217913
326;"Nederland";"Humidity";4;20.49237798053385
327;"Nederland";"Humidity";2;20.903718352956922
328;"Nederland";"Humidity";3;20.27809297661727
329;"Nederland";"Humidity";1;20.778858318776386
330;"Nederland";"Humidity";4;20.172451304235334
331;"Nederland";"Humidity";4;20.62309755256798
332;"Nederland";"Humidity";1;20.47886158975478
333;"Nederland";"Humidity";2;20.18176889680392
334;"Nederland";"Humidity";4;20.497811990205467
335;"Nederland";"Humidity";4;20.814348864537124
336;"Nederland";"Humidity";4;20.14056173463756
337;"Nederland";"Humidity";2;20.327171112823258
338;"Nederland";"Humidity";3;20.925805123119396
339;"Nederland";"Humidity";4;20.59940986495843
340;"Nederland";"Humidity";3;20.59641525415285
